,5-day success,5-day return,5-day p-value,5-day hit ratio,5-day sharpe,5-day cohen d,20-day success,20-day return,20-day p-value,20-day hit ratio,20-day sharpe,20-day cohen d,60-day success,60-day return,60-day p-value,60-day hit ratio,60-day sharpe,60-day cohen d
AMT,False,-0.0013473126552557993,0.8450755354006764,0.42857142857142855,-0.07711556489861629,-0.07711556489861629,False,0.004077284370377259,0.854411938340369,0.42857142857142855,0.07239942561216846,0.07239942561216846,False,0.07349937496163098,0.08767505489138003,0.2857142857142857,0.7703284991138191,0.7703284991138191
AMZN,True,-0.01986460489587391,0.013814512157631662,1.0,-1.1535068586769646,-1.1535068586769646,False,-0.055048364456830465,0.10717456393483828,0.625,-0.6531559382446377,-0.6531559382446377,False,0.00919716217405972,0.8081923075128334,0.375,0.08913712337759817,0.08913712337759817
ANET,False,0.0779012225321049,0.13218264874848443,0.42857142857142855,0.6583351126797967,0.6583351126797967,False,0.09498580026344115,0.117675279844299,0.42857142857142855,0.6900774542912916,0.6900774542912916,False,0.34391421929434135,0.0008811242509628046,0.0,2.307133720468732,2.307133720468732
AON,False,-0.010992017852015746,0.2249714530360142,0.9,-0.41199829623375445,-0.41199829623375445,False,0.023089894646817356,0.22718722022955093,0.2,0.4098651328379292,0.4098651328379292,False,0.08242265919741712,0.003311764954793243,0.2,1.2517891039437572,1.2517891039437572
AOS,True,-0.02176970649073616,0.049970803391690334,0.5625,-0.5329396359200881,-0.5329396359200881,False,-0.0029539843392618823,0.8787386406705854,0.5,-0.03879812562018441,-0.03879812562018441,False,0.025821058879044893,0.4077386658522456,0.4375,0.21294097117564426,0.21294097117564426
APA,False,0.0031567120924818307,0.8366851399697971,0.4444444444444444,0.07098647920232148,0.07098647920232148,False,-0.05687214998418941,0.23765673082030683,0.5,-0.45648547055141486,-0.45648547055141486,False,-0.08852340597122643,0.11895400105481108,0.75,-0.6279811541114992,-0.6279811541114992
APD,False,0.009454166760731146,0.31444179312475984,0.45454545454545453,0.31934723895203,0.31934723895203,True,-0.03957969083393194,0.032046581978071156,0.7272727272727273,-0.750453293843643,-0.750453293843643,False,-0.025764439996463738,0.3579444721905174,0.5454545454545454,-0.2905520159323197,-0.2905520159323197
APH,False,0.004868877395082488,0.5425220757217311,0.4166666666666667,0.18142508137530186,0.18142508137530186,False,0.008963307559628523,0.5866087793726682,0.5,0.1616991079430737,0.1616991079430737,False,0.06883093594880857,0.020243027762291043,0.16666666666666666,0.7826910358621894,0.7826910358621894
APO,False,0.006970451771084776,0.6721128331746615,0.45454545454545453,0.13145282401573988,0.13145282401573988,False,0.03531642478030987,0.21182230434842408,0.2727272727272727,0.4021827310542159,0.4021827310542159,False,0.1886917532755272,0.00030770491368008,0.09090909090909091,1.6237724685462904,1.6237724685462904
APTV,False,-0.013816212762944447,0.5683225131725309,0.7,-0.187255963145752,-0.187255963145752,False,-0.06489947410730548,0.24440184031403858,0.5,-0.39385729913219286,-0.39385729913219286,False,-0.013893347124482092,0.755668487311774,0.5555555555555556,-0.10735035037217076,-0.10735035037217076
ARE,False,-0.005907527889893278,0.6195664733943005,0.2857142857142857,-0.1359241009276724,-0.1359241009276724,False,0.022794192404925157,0.13164150676510342,0.14285714285714285,0.42999790952734457,0.42999790952734457,False,0.05971863042157344,0.03939314245148346,0.25,0.6745795039403298,0.6745795039403298
ATO,False,0.003159033592568428,0.7910046356514598,0.4,0.08633418445598921,0.08633418445598921,False,-0.0004257165957705533,0.9833539239281175,0.5,-0.006783410305722268,-0.006783410305722268,False,0.05440213315054469,0.015054598911572743,0.1,0.9474067016994699,0.9474067016994699
AVB,False,-0.008125650429516296,0.5663563505007807,0.42857142857142855,-0.22926649758958095,-0.22926649758958095,False,0.01684137157607917,0.5318414724687847,0.42857142857142855,0.25066544349053654,0.25066544349053654,False,-0.013669438795753108,0.8051582909405162,0.5714285714285714,-0.09744810754366749,-0.09744810754366749
AVGO,False,0.0008342327368669356,0.9234659714740168,0.4666666666666667,0.025255672108182258,0.025255672108182258,False,0.13798221490618762,0.03974689191223773,0.13333333333333333,0.5853735032791557,0.5853735032791557,False,0.11248744388171832,0.06221323677332774,0.3333333333333333,0.5990549338629892,0.5990549338629892
AVY,False,0.003768524115973593,0.549625231629351,0.3333333333333333,0.158308223243577,0.158308223243577,False,0.010937397707857066,0.586991927625297,0.26666666666666666,0.14355689517910628,0.14355689517910628,False,0.048818208932494146,0.14311455981036322,0.4,0.4005679786157457,0.4005679786157457
AWK,False,-0.006459429529440556,0.3612828538719861,0.4666666666666667,-0.2436843343506594,-0.2436843343506594,False,0.018844358514541026,0.40643872071367215,0.35714285714285715,0.22930760089417,0.22930760089417,False,0.03274145624600355,0.21472427725129867,0.38461538461538464,0.36332414958326925,0.36332414958326925
AXON,False,-0.01609434017374427,0.4384979259677821,0.6,-0.38440496161760135,-0.38440496161760135,False,0.06361878444499272,0.17263098101205349,0.2,0.7415379714172776,0.7415379714172776,False,0.05211006936441296,0.32452434876565267,0.2,0.5019342658522874,0.5019342658522874
AXP,False,-0.0006905820330874058,0.9463383109639437,0.2,-0.017692586754669844,-0.017692586754669844,False,-0.02218129961318752,0.5128103929678143,0.4666666666666667,-0.17338897709559292,-0.17338897709559292,False,0.010304497840865342,0.7228772258081372,0.3333333333333333,0.09342577541875818,0.09342577541875818
AZO,False,,,,,,False,,,,,,False,,,,,
BA,False,0.019910010225525153,0.1495996691179704,0.38461538461538464,0.4270104351644171,0.4270104351644171,False,0.039105135705012506,0.3752848371584038,0.46153846153846156,0.25538983034968554,0.25538983034968554,False,0.11983687575224417,0.02505623331057544,0.38461538461538464,0.7096867242220242,0.7096867242220242
BAC,False,-0.020952082958985662,0.12146410874603059,0.6363636363636364,-0.5102426133759272,-0.5102426133759272,False,0.020670295686681873,0.6001176740569897,0.18181818181818182,0.16322340283999912,0.16322340283999912,False,0.022858687463955796,0.6220758305323818,0.2727272727272727,0.1533435658029503,0.1533435658029503
BALL,False,0.0017449536971689114,0.8748324362613525,0.2857142857142857,0.04293766436805419,0.04293766436805419,False,0.023580491896130176,0.25662853468515034,0.35714285714285715,0.3171250601189555,0.3171250601189555,False,0.038545988210263886,0.14518901688884966,0.5,0.41419586201781733,0.41419586201781733
BAX,False,0.004195144345932763,0.6762232991300096,0.47058823529411764,0.1031706751052094,0.1031706751052094,False,0.02290348612430734,0.17824970986535055,0.35294117647058826,0.3415021997549764,0.3415021997549764,False,0.0485900026630663,0.10218937075514886,0.35294117647058826,0.4204908718876481,0.4204908718876481
BBY,False,-0.01976875086320757,0.09688748858196021,0.6875,-0.442728509172916,-0.442728509172916,False,-0.04852228865565679,0.1743104427508148,0.75,-0.35653302118767866,-0.35653302118767866,False,0.05065977772536946,0.30737725407204275,0.26666666666666666,0.27352227749164076,0.27352227749164076
BDX,False,0.01964012558203255,0.03646283842705267,0.2,0.5971297094343069,0.5971297094343069,False,0.014621232037899319,0.28792383667485083,0.4,0.28522643543971904,0.28522643543971904,False,0.05963551937824499,0.010651935754504785,0.23076923076923078,0.8377510856891247,0.8377510856891247
BEN,False,-0.0025428394022318063,0.8305202967707354,0.6428571428571429,-0.058365753225583746,-0.058365753225583746,False,-0.013552218562617648,0.5267922660973822,0.6428571428571429,-0.17381375257488824,-0.17381375257488824,False,0.04123267295070167,0.2982918853537169,0.5,0.28956613278357846,0.28956613278357846
BF-B,False,-0.008677634612434879,0.3613059252283499,0.5,-0.27496241031117474,-0.27496241031117474,False,0.026512967070036707,0.19568366358913722,0.4166666666666667,0.3977023708331632,0.3977023708331632,False,0.039826365622573516,0.08885892952978852,0.2727272727272727,0.5682068549508699,0.5682068549508699
BG,False,-0.00636714823791344,0.3026456551605325,0.7142857142857143,-0.2868579870733759,-0.2868579870733759,False,-0.001142482945096181,0.966579600815543,0.5384615384615384,-0.011865356762152815,-0.011865356762152815,False,-0.00595205977527356,0.9113705443517888,0.6153846153846154,-0.03152941136821895,-0.03152941136821895
BIIB,False,0.016059601095406346,0.27085582550081005,0.47619047619047616,0.24711248642812272,0.24711248642812272,False,0.023831543025456616,0.13802783596165427,0.5238095238095238,0.3371423965117583,0.3371423965117583,False,0.12726138409002713,0.006782425736688759,0.23809523809523808,0.6587571902544307,0.6587571902544307
BK,False,-0.010652064431059954,0.15982129105726794,0.75,-0.3697609050841171,-0.3697609050841171,False,0.0001765113937018878,0.9900851184418038,0.5625,0.0031588769743111497,0.0031588769743111497,False,0.0014200996466966972,0.968032256225853,0.4375,0.010187626937964364,0.010187626937964364
BKNG,False,0.0007802382989554879,0.964408409987968,0.375,0.016349262375225902,0.016349262375225902,False,-0.004579102768905136,0.8730999148552987,0.5,-0.05857319310789241,-0.05857319310789241,False,0.10268517304910756,0.0241320330731384,0.25,1.0132592917205827,1.0132592917205827
BKR,False,0.01981670002867685,0.2921110207866833,0.4,0.3538621826225015,0.3538621826225015,False,-0.007889664486238391,0.8160672679833247,0.7,-0.07574325749455524,-0.07574325749455524,False,-0.001542822488519413,0.969652747564038,0.3,-0.012369199985818353,-0.012369199985818353
BLDR,False,0.01215272927607971,0.6478842978019455,0.6,0.22045321869710535,0.22045321869710535,False,0.05000655436727901,0.5390818821386715,0.6,0.2999982029741349,0.2999982029741349,False,,,,,
BLK,False,-0.000617407328032768,0.9463701174477732,0.5,-0.02464805127177208,-0.02464805127177208,False,0.005535622117842254,0.8479068606127211,0.5,0.07036304614674856,0.07036304614674856,False,0.07599141728503991,0.13959746167006565,0.25,0.5891195547277273,0.5891195547277273
BMY,False,-0.0024263300853502984,0.8048534132224782,0.5714285714285714,-0.06739498324570774,-0.06739498324570774,False,-0.007463749493217296,0.647058582111335,0.5714285714285714,-0.12526066281379156,-0.12526066281379156,False,0.02898632256078721,0.3496763337889093,0.42857142857142855,0.25928362892576823,0.25928362892576823
BR,False,0.03330324580929539,5.3402603270765206e-05,0.17647058823529413,1.321910535608163,1.321910535608163,False,0.07172341717173912,1.409711991785547e-05,0.0,1.4904297915259168,1.4904297915259168,False,0.13563483135825882,4.500885628200999e-07,0.0,1.9716556498392432,1.9716556498392432
BRK-B,True,-0.01538034846459553,0.026874937090501868,0.6875,-0.613285572180895,-0.613285572180895,False,-0.03880289872708286,0.17785299481219055,0.5,-0.3534375736022939,-0.3534375736022939,False,-0.006826642303101184,0.8483912071953448,0.375,-0.04862595178939451,-0.04862595178939451
BRO,False,0.015324925863373464,0.14373761676478075,0.42857142857142855,0.41582663476416,0.41582663476416,False,0.023485654054226528,0.22082611401168595,0.38461538461538464,0.358219748102566,0.358219748102566,False,0.06382437759040868,0.00306246401499093,0.15384615384615385,1.024866857124037,1.024866857124037
BSX,False,0.022834602233915088,2.0465069954929678e-05,0.2222222222222222,0.8198875040021106,0.8198875040021106,False,0.026649523511207158,0.005129010051642482,0.25,0.4977076071732351,0.4977076071732351,False,0.05883658017942227,0.0001019033930431977,0.25,0.7304040118897708,0.7304040118897708
BX,False,0.015595093666137809,0.2714926869854715,0.3333333333333333,0.3936913840338109,0.3936913840338109,False,0.03388359111413851,0.10357246293656143,0.2222222222222222,0.6122241578191819,0.6122241578191819,False,0.08535240339851484,0.21801400706944474,0.2222222222222222,0.4456425978878032,0.4456425978878032
BXP,False,0.006564574049728484,0.22151337786211878,0.4,0.282641911842322,0.282641911842322,False,0.013431982701428794,0.23525810620068802,0.3888888888888889,0.29003624983912335,0.29003624983912335,False,0.007098044944750415,0.7267377130270758,0.4444444444444444,0.08374412143488795,0.08374412143488795
C,True,-0.0270295603351204,0.02323781151175396,0.6153846153846154,-0.7210331495678239,-0.7210331495678239,False,-0.051885793582575536,0.23337535729393163,0.6923076923076923,-0.34806996983466537,-0.34806996983466537,False,-0.05440606073296284,0.20138663537925022,0.6923076923076923,-0.37490701417415473,-0.37490701417415473
CAG,False,0.002183698450356375,0.7965778311857291,0.5263157894736842,0.060021797262349304,0.060021797262349304,False,0.005719920704780113,0.6285768144408745,0.631578947368421,0.11290201782778293,0.11290201782778293,False,0.049011091568570475,0.030253131163469938,0.2631578947368421,0.539599706300965,0.539599706300965
CAH,False,-0.0019019036375419601,0.8679509424880046,0.5,-0.06097630857402185,-0.06097630857402185,False,0.028189177710842478,0.30093550085492143,0.25,0.39485376191720495,0.39485376191720495,False,0.045834361080360056,0.04857091741497551,0.25,0.8429929827537719,0.8429929827537719
CARR,False,,,,,,False,,,,,,False,,,,,
CAT,False,0.003023774503765013,0.6993751721851882,0.48,0.07816479044242687,0.07816479044242687,False,0.006889275951606289,0.6800669096062184,0.44,0.08348813123401187,0.08348813123401187,False,0.08824595344920227,0.014730968139613144,0.2916666666666667,0.538294588675736,0.538294588675736
CB,False,-0.007413660804261612,0.30745213177752223,0.46153846153846156,-0.29562324910338156,-0.29562324910338156,False,0.02241330757386512,0.07906391565917065,0.3076923076923077,0.5322626240327352,0.5322626240327352,False,0.06300308410698066,0.0012764492707205402,0.23076923076923078,1.1593308189733922,1.1593308189733922
CBOE,False,-7.209279414585998e-05,0.9938089782062194,0.5,-0.002114008691230406,-0.002114008691230406,False,-0.0008239781246988257,0.9428965413913383,0.5,-0.019517197736578416,-0.019517197736578416,False,0.09749701370008453,0.0002128483299760692,0.14285714285714285,1.3563746523416098,1.3563746523416098
CBRE,False,0.013835933714885206,0.4588640743461879,0.4,0.2447124936020269,0.2447124936020269,False,0.0353672598877671,0.05792410708653279,0.1,0.6868480012080518,0.6868480012080518,False,0.05278468184167594,0.11760253423554948,0.3,0.5472153480592428,0.5472153480592428
CCI,False,0.02340070579051489,0.002986717242298901,0.13333333333333333,0.925614291118857,0.925614291118857,False,0.029653087121924264,0.0376712665716824,0.13333333333333333,0.5926918855972694,0.5926918855972694,False,0.03140264898146246,0.1412528407861606,0.26666666666666666,0.40259481387555685,0.40259481387555685
CCL,False,0.02298415049536941,0.08219044449908808,0.2857142857142857,0.7879697589019443,0.7879697589019443,False,0.11046514156069312,0.07361785410785987,0.14285714285714285,0.8181060286300255,0.8181060286300255,False,0.14991174560028214,0.032290042623161604,0.0,1.0481323198077659,1.0481323198077659
CDNS,False,-0.006284592256568011,0.7103423422795172,0.4,-0.12123301477319039,-0.12123301477319039,False,0.07238652329867909,0.0011480849747750423,0.1,1.480748799167462,1.480748799167462,False,0.06367095477028367,0.04273615744835162,0.3333333333333333,0.8021908253222431,0.8021908253222431
CDW,False,,,,,,False,,,,,,False,,,,,
CEG,False,,,,,,False,,,,,,False,,,,,
CF,False,0.022081921718262145,0.35262579294561575,0.2857142857142857,0.3807627713883904,0.3807627713883904,False,0.024780002700874913,0.42371224895793974,0.5714285714285714,0.32438480502458206,0.32438480502458206,False,-0.03683880615438638,0.7123000917637528,0.7142857142857143,-0.146170056300803,-0.146170056300803
CFG,False,0.0011411628380357296,0.9389850508895308,0.5384615384615384,0.02167907459448302,0.02167907459448302,False,-0.053150622272936265,0.29863965251476565,0.3333333333333333,-0.3149131319018538,-0.3149131319018538,False,0.008119363821139222,0.8848750918582204,0.25,0.042778514352423254,0.042778514352423254
CHD,False,0.003941626405998334,0.41253796613840765,0.6363636363636364,0.14453141701374797,0.14453141701374797,False,0.005881983810170086,0.46106085707687694,0.5454545454545454,0.12987711619350462,0.12987711619350462,False,0.020144454893982387,0.2617344035040391,0.45454545454545453,0.19887878697023637,0.19887878697023637
CHRW,False,0.011260463799436947,0.04058796770777821,0.38461538461538464,0.42354457586029814,0.42354457586029814,False,0.040672364756185304,0.0065834566788566746,0.19230769230769232,0.5812772960492362,0.5812772960492362,False,0.07524992599720087,0.0011837894046484844,0.28,0.7355876285137212,0.7355876285137212
CHTR,False,-0.005574300379387956,0.48184301088460635,0.5,-0.2625809239525334,-0.2625809239525334,False,-0.00184208152444168,0.8123659500307545,0.5,-0.08715172934932407,-0.08715172934932407,False,0.09915811537661609,0.09991499948389444,0.375,0.6700391800612232,0.6700391800612232
CI,False,-0.021354066107242838,0.23863803918360157,0.8571428571428571,-0.4945083009794697,-0.4945083009794697,False,0.031983544907017124,0.25939069435894757,0.5,0.519205244316662,0.519205244316662,False,0.016011979406385952,0.8349591335153805,0.5,0.08959998138936863,0.08959998138936863
CINF,False,0.0013936124520828412,0.8669672841341584,0.5,0.07197926198077244,0.07197926198077244,False,-0.0025726197414419616,0.8483851776254853,0.6666666666666666,-0.08218689361359129,-0.08218689361359129,False,0.06448285284058068,0.06088241097379626,0.16666666666666666,0.983778795172856,0.983778795172856
CL,False,-0.003299119427015564,0.5727546230342195,0.5294117647058824,-0.13965429704867208,-0.13965429704867208,False,-0.0002782953882861911,0.9830933248218838,0.5294117647058824,-0.005220484015982374,-0.005220484015982374,False,0.006148389756388317,0.7097105182665204,0.47058823529411764,0.09190758714709397,0.09190758714709397
CLX,False,0.013549024493319132,0.06697385302653756,0.2631578947368421,0.44727677353195155,0.44727677353195155,False,0.020904483643548192,0.056694674769021555,0.3157894736842105,0.46718536022278984,0.46718536022278984,False,0.03704260431808809,0.06401512664892603,0.3684210526315789,0.45270925379099475,0.45270925379099475
CMCSA,False,-0.002047988522668646,0.654085965568584,0.3333333333333333,-0.1182162313504089,-0.1182162313504089,False,0.02072002842883441,0.25874560324883183,0.26666666666666666,0.3039493853300537,0.3039493853300537,False,0.05331321213152738,0.010725602807364789,0.13333333333333333,0.7594822104855259,0.7594822104855259
CME,False,0.012026041561651149,0.1374836154612877,0.25,0.46242640355451187,0.46242640355451187,False,0.012173082580826491,0.4743099887389439,0.3333333333333333,0.21386136996178895,0.21386136996178895,False,0.030298060244952213,0.24581570081936396,0.4166666666666667,0.3539014074247295,0.3539014074247295
CMG,False,0.027927259572757025,0.21546098422603754,0.38461538461538464,0.36270166609008225,0.36270166609008225,False,0.03988749811591002,0.19412930414809076,0.5384615384615384,0.381476770652033,0.381476770652033,False,0.05441719660259725,0.41792910188989985,0.46153846153846156,0.23266625575646874,0.23266625575646874
CMI,False,0.021015587381340645,0.082915935585426,0.25,0.5505966497711938,0.5505966497711938,False,0.051666088383172354,0.038276112205520595,0.25,0.6792865206651706,0.6792865206651706,False,0.041051035658076516,0.26872754886738204,0.3333333333333333,0.3362573444832234,0.3362573444832234
CMS,False,0.001187588442154608,0.7850240573060719,0.5,0.08887680884336605,0.08887680884336605,False,0.01342096775560161,0.3669560116826748,0.5,0.30039532617849446,0.30039532617849446,False,0.016805179348747323,0.3444416856203094,0.6,0.31553481560941504,0.31553481560941504
CNC,False,0.0068718857903429745,0.7141173921688155,0.36363636363636365,0.11364174999259455,0.11364174999259455,False,-0.003790959443729475,0.9096710431092512,0.6363636363636364,-0.03508379737011213,-0.03508379737011213,False,0.0644349619014331,0.07088396450873685,0.2727272727272727,0.6092981701476972,0.6092981701476972
CNP,False,-0.013598854627228457,0.09989878162677757,0.75,-0.43840588455713164,-0.43840588455713164,False,-0.08174802973923442,0.07748347573038056,0.75,-0.4738375575958387,-0.4738375575958387,False,-0.02432635305378275,0.45120756668347584,0.5,-0.19339141824528897,-0.19339141824528897
COF,False,-0.008405909446204484,0.44066396915579253,0.8,-0.2550842935275893,-0.2550842935275893,False,7.902580320247043e-05,0.9947287493492213,0.7,0.0021479124953741823,0.0021479124953741823,False,0.030770802520898043,0.149461988000366,0.4,0.4983993242812765,0.4983993242812765
COIN,False,,,,,,False,,,,,,False,,,,,
