,5-day success,5-day return,5-day p-value,5-day hit ratio,5-day sharpe,5-day cohen d,20-day success,20-day return,20-day p-value,20-day hit ratio,20-day sharpe,20-day cohen d,60-day success,60-day return,60-day p-value,60-day hit ratio,60-day sharpe,60-day cohen d
COO,False,-0.007207493931341472,0.5290079878251932,0.4,-0.16668106717002654,-0.16668106717002654,False,-0.025280393865357232,0.1537019213015883,0.4666666666666667,-0.3894498300648858,-0.3894498300648858,False,-0.027475689780624837,0.44076230512296233,0.6666666666666666,-0.2048654240286399,-0.2048654240286399
COP,False,0.018056667821994565,0.16276942019363128,0.3333333333333333,0.4318723877162257,0.4318723877162257,False,0.048083836261049374,0.1709670118062068,0.36363636363636365,0.4447528771633943,0.4447528771633943,False,0.0008157718441255527,0.9750877544117728,0.6363636363636364,0.009653783710906829,0.009653783710906829
COR,False,-0.015803363174613626,0.35644627757353364,0.75,-0.27787010107030524,-0.27787010107030524,False,0.023341522600790754,0.35051900737906483,0.5,0.28145544463077077,0.28145544463077077,False,0.03730613131333963,0.1834461449679552,0.3333333333333333,0.4097940546299929,0.4097940546299929
COST,False,0.006908069111168887,0.24377408762579314,0.2222222222222222,0.4194232640952436,0.4194232640952436,False,-0.02077220665673523,0.314662113286274,0.7777777777777778,-0.3575925245834091,-0.3575925245834091,False,0.043766772553628264,0.07766980843603101,0.3333333333333333,0.6744066064884796,0.6744066064884796
CPAY,False,0.007662168003924087,0.4220542325381902,0.375,0.2063608857533155,0.2063608857533155,False,0.025347888112675653,0.16293876187630574,0.5,0.3668332359008056,0.3668332359008056,False,0.022009169956476893,0.5164151363821403,0.625,0.16614156703096186,0.16614156703096186
CPB,False,0.02104137268934379,0.020845085382959174,0.2857142857142857,0.5474306139476476,0.5474306139476476,False,-0.015852232156042402,0.4658688486937138,0.55,-0.16640506726656598,-0.16640506726656598,False,0.025906674389056777,0.26262648857474225,0.35,0.2581448525816533,0.2581448525816533
CPRT,False,0.007012598201887122,0.24652780658933976,0.47058823529411764,0.29173694947793016,0.29173694947793016,False,0.02632234403523906,0.04501017916577513,0.35294117647058826,0.5274052536837633,0.5274052536837633,False,0.08231859811860019,0.00828322317565668,0.29411764705882354,0.7303290692132847,0.7303290692132847
CPT,False,-0.0023477795190945134,0.7955398300733274,0.7333333333333333,-0.06819408121489548,-0.06819408121489548,False,0.026466117993805962,0.13096350396280584,0.35714285714285715,0.43082505823730616,0.43082505823730616,False,0.08664015686920856,0.01938154978340947,0.2857142857142857,0.7127359186046092,0.7127359186046092
CRL,True,-0.05012324567829202,0.004431445790844182,0.7222222222222222,-0.7727387560494263,-0.7727387560494263,False,-0.028245668808929227,0.0883864561957399,0.7222222222222222,-0.4260701469526076,-0.4260701469526076,False,0.02326638821588118,0.2997194964072995,0.2222222222222222,0.25212459753794,0.25212459753794
CRM,False,0.002575491916924591,0.7338418292907118,0.5,0.12511853073632304,0.12511853073632304,False,-0.00854060344726855,0.8113558694518779,0.375,-0.08763193463797342,-0.08763193463797342,False,0.06032050371519873,0.07169971913612003,0.25,0.7496059067941843,0.7496059067941843
CRWD,False,,,,,,False,,,,,,False,,,,,
CSCO,False,-0.0009480014863073139,0.7905095952719715,0.45454545454545453,-0.0573637048051435,-0.0573637048051435,False,-0.008061673599683017,0.6099989838627298,0.5454545454545454,-0.1103987683248579,-0.1103987683248579,False,0.028321390838269397,0.20923991092279787,0.22727272727272727,0.27618154891945956,0.27618154891945956
CSGP,False,-0.015409437580918535,0.1706619972859605,0.5454545454545454,-0.4451021027897908,-0.4451021027897908,False,0.017629134485027616,0.5171854030853437,0.45454545454545453,0.20242920424160876,0.20242920424160876,False,0.07431997006058116,0.2868160052119851,0.36363636363636365,0.3392376776892193,0.3392376776892193
CSX,False,0.018175905347143428,0.16094936374962143,0.3333333333333333,0.43392884643298907,0.43392884643298907,False,0.02726439860856388,0.18569005298299518,0.36363636363636365,0.42850175901301624,0.42850175901301624,False,0.06080713111346237,0.08740282353053429,0.36363636363636365,0.571231317609061,0.571231317609061
CTAS,False,0.008858853137800502,0.5013998988892092,0.2857142857142857,0.2702902934470661,0.2702902934470661,False,0.01694831560070669,0.44967508926393507,0.42857142857142855,0.3055759582731854,0.3055759582731854,False,0.06718728890391278,0.021063377418047497,0.0,1.1724355675814653,1.1724355675814653
CTRA,False,0.0019823405225367864,0.848498541767691,0.42105263157894735,0.04446201425206668,0.04446201425206668,False,0.016041503259378434,0.23337803977807708,0.2631578947368421,0.28290656807518727,0.28290656807518727,False,-0.0047903179997691855,0.8239057115094808,0.5789473684210527,-0.051800653389253236,-0.051800653389253236
CTSH,False,0.005272891816866749,0.5119018068709367,0.6666666666666666,0.15790349209980592,0.15790349209980592,False,0.03362675449459518,0.09900937343418263,0.4444444444444444,0.4113322437895383,0.4113322437895383,False,0.04187665766355303,0.19315630387325808,0.23529411764705882,0.32948091086789777,0.32948091086789777
CTVA,False,-0.000560901492198651,0.9765876026691795,0.6,-0.013963291702328393,-0.013963291702328393,False,0.009997645993402027,0.8120004968051713,0.6,0.11360302461520065,0.11360302461520065,False,0.056052275179681435,0.4510667262136015,0.4,0.3730857347064324,0.3730857347064324
CVS,False,0.0065446792051514985,0.5905810104747264,0.4444444444444444,0.18678447241539758,0.18678447241539758,False,-0.01193154858341636,0.533765053586601,0.5555555555555556,-0.21674446747497603,-0.21674446747497603,False,-0.015063120560349887,0.6981563103785582,0.5555555555555556,-0.1340254180023392,-0.1340254180023392
CVX,False,-0.005175321278503553,0.6625051179607337,0.4666666666666667,-0.11512455251879256,-0.11512455251879256,False,0.012902852421623544,0.49502321212874556,0.4666666666666667,0.1808980778542155,0.1808980778542155,False,-0.016879049917362096,0.5816425503667427,0.6666666666666666,-0.1456376895134522,-0.1456376895134522
CZR,False,,,,,,False,,,,,,False,,,,,
D,False,0.0002504180741786266,0.9691188245190268,0.5,0.012586947657520707,0.012586947657520707,False,-0.0033898240727182247,0.7775122356201467,0.5555555555555556,-0.09742531153605508,-0.09742531153605508,False,-0.014803596264051526,0.6183368570299729,0.4444444444444444,-0.17273577324409634,-0.17273577324409634
DAL,False,-0.0058645325523810354,0.6374216750277881,0.5833333333333334,-0.13991039327649205,-0.13991039327649205,False,-0.0027558009362710447,0.8583313903916285,0.5833333333333334,-0.05275063851114607,-0.05275063851114607,False,0.04525532995706371,0.19654506130063795,0.3333333333333333,0.396875358432749,0.396875358432749
DASH,False,,,,,,False,,,,,,False,,,,,
DAY,False,,,,,,False,,,,,,False,,,,,
DD,False,-0.0013131028215658644,0.8700171417918683,0.4782608695652174,-0.03452112760726316,-0.03452112760726316,False,0.00593635594213158,0.6236296236221989,0.391304347826087,0.10377888287608089,0.10377888287608089,False,0.029997889853694743,0.1669098471070028,0.30434782608695654,0.29807016147924165,0.29807016147924165
DDOG,False,,,,,,False,,,,,,False,,,,,
DE,False,0.010333901131254073,0.46832278223000123,0.5714285714285714,0.1996610712608214,0.1996610712608214,False,0.02461365606324537,0.31465865386988834,0.5,0.27953263892712793,0.27953263892712793,False,0.02524692918792745,0.4645277082553466,0.35714285714285715,0.20140466079416097,0.20140466079416097
DECK,False,-0.013701059696426422,0.2917174866270333,0.5454545454545454,-0.335603773480951,-0.335603773480951,False,0.027753690445620757,0.5049270202084718,0.2727272727272727,0.20852563113883887,0.20852563113883887,False,0.12805639443408293,0.07875506527372554,0.2727272727272727,0.5902252595276974,0.5902252595276974
DELL,False,0.023632082592838055,0.0468418617105122,0.125,0.8517146357356937,0.8517146357356937,False,0.05946526180994202,0.005384872389865907,0.0,1.4039886059485844,1.4039886059485844,False,0.034467461403817984,0.6874828888794124,0.625,0.14828644001084776,0.14828644001084776
DG,False,0.021279169152552267,0.04176942773247402,0.26666666666666666,0.578580217855352,0.578580217855352,False,-0.01761052585974537,0.5698214672038928,0.4666666666666667,-0.15027148661599773,-0.15027148661599773,False,0.02139146470843732,0.6048565979823921,0.4,0.13667715730354746,0.13667715730354746
DGX,False,0.012158021696084305,0.22201353282174985,0.2857142857142857,0.3428024192155752,0.3428024192155752,False,0.05336022288607207,0.012431344567393858,0.21428571428571427,0.7747949559963632,0.7747949559963632,False,0.09254910880530029,0.0012963266325845678,0.21428571428571427,1.09094042943599,1.09094042943599
DHI,False,-0.012688732919874107,0.2977717597477906,0.36363636363636365,-0.3311800427765673,-0.3311800427765673,False,-0.017360023708295237,0.4795859774789546,0.45454545454545453,-0.22142239666300031,-0.22142239666300031,False,0.13298971724888325,0.026266030437129773,0.2,0.8395412024595179,0.8395412024595179
DHR,False,-0.0060226835154752415,0.5396065356591574,0.5454545454545454,-0.19149746209440663,-0.19149746209440663,False,0.007679215558133092,0.7450758269680919,0.5454545454545454,0.10078812430421608,0.10078812430421608,False,0.08450270366341227,0.08362748739526502,0.5,0.6150818005370892,0.6150818005370892
DIS,False,0.006603462002995279,0.40824845036205504,0.3076923076923077,0.23768152996002548,0.23768152996002548,False,0.0009860276306782666,0.9614148876334496,0.38461538461538464,0.013700510323089434,0.013700510323089434,False,-0.06273916203602194,0.09564676750377757,0.9230769230769231,-0.5015711620334753,-0.5015711620334753
DLR,False,0.023618327941720314,0.5176624188782656,0.5714285714285714,0.25971201613629574,0.25971201613629574,False,0.05036754534186342,0.14707845280663798,0.14285714285714285,0.6291026137877315,0.6291026137877315,False,0.12615009989279333,0.05582797928485106,0.0,0.894247882249007,0.894247882249007
DLTR,False,-0.017858154349639745,0.18068182981134853,0.6363636363636364,-0.4339015128641276,-0.4339015128641276,False,-0.019708573587390168,0.508437358932152,0.7272727272727273,-0.20677078559000825,-0.20677078559000825,False,0.09332138379646607,0.19392087802982297,0.36363636363636365,0.41989146742715533,0.41989146742715533
DOC,False,-0.05032284075748176,0.12169894551487179,0.6,-0.5403074738320123,-0.5403074738320123,False,-0.018132798072443612,0.28322517809448927,0.7,-0.3608921244074941,-0.3608921244074941,False,0.039641094971117764,0.07635129566102909,0.3,0.6329725256285322,0.6329725256285322
DOV,False,0.004244608306749072,0.5328644994868701,0.4444444444444444,0.21723408537713457,0.21723408537713457,False,0.015252001771925011,0.5087298605154763,0.375,0.24615770024413586,0.24615770024413586,False,0.0039013736493806322,0.9496310795305501,0.5,0.02314679968341932,0.02314679968341932
DOW,False,-0.006524921691506522,0.28836119702798285,0.875,-0.4061743178088133,-0.4061743178088133,False,-0.025611661845271375,0.08056281639947485,0.875,-0.7216947305661116,-0.7216947305661116,False,0.00676195123867053,0.904901011683112,0.375,0.04379421660585472,0.04379421660585472
DPZ,False,-0.018410764050443174,0.28714493982144923,0.8,-0.5486744145068342,-0.5486744145068342,False,0.012409392275109999,0.8733687936210021,0.6,0.07596140190613972,0.07596140190613972,False,0.05084077737264743,0.5002400739954498,0.4,0.33105243990493227,0.33105243990493227
DRI,False,0.017594904545900736,0.039795207485060054,0.0,1.3433107489228948,1.3433107489228948,False,0.02491198550959508,0.165495299733461,0.2,0.7576248851299762,0.7576248851299762,False,0.13060438112628697,0.061852427119956525,0.2,1.1502022682428372,1.1502022682428372
DTE,False,0.012894722070027398,0.4157976936311768,0.5714285714285714,0.3302867466147338,0.3302867466147338,False,0.04487208820450369,0.04012474558094733,0.0,0.9864568823214284,0.9864568823214284,False,0.04359562458029477,0.1334343919097034,0.2857142857142857,0.6557584046117484,0.6557584046117484
DUK,False,0.005905549621633243,0.40351206275225426,0.5555555555555556,0.20193218702219815,0.20193218702219815,False,-0.001772125482448693,0.8931015392505719,0.5555555555555556,-0.0321515458674,-0.0321515458674,False,0.03836307710729848,0.006942280019973524,0.16666666666666666,0.7235077157956628,0.7235077157956628
DVA,False,-0.00019208432105905643,0.9867911196590848,0.6875,-0.0042084361187526235,-0.0042084361187526235,False,0.008441408131539749,0.6649415566747945,0.625,0.110448292203863,0.110448292203863,False,-0.009875477765497125,0.7920515445467571,0.5,-0.06709868101473247,-0.06709868101473247
DVN,False,,,,,,False,,,,,,False,,,,,
DXCM,False,-0.004011513740061634,0.8622320484718038,0.5,-0.05646809273855917,-0.05646809273855917,True,-0.0760139575293551,0.020218855927201622,0.8,-0.8901092096621444,-0.8901092096621444,True,-0.14537180984278908,0.04328221198071587,0.8,-0.743237226494894,-0.743237226494894
EA,False,-0.00019923000345207283,0.9769949740464863,0.5555555555555556,-0.006897553164574547,-0.006897553164574547,False,0.0005313458201676786,0.958786979693226,0.6666666666666666,0.012360950722100944,0.012360950722100944,False,0.023289830294505376,0.17368264312713025,0.3333333333333333,0.33470082124941847,0.33470082124941847
EBAY,False,0.012633472472830127,0.29538597792224286,0.5454545454545454,0.3329148981167682,0.3329148981167682,False,0.010530021000378132,0.8085183873289175,0.5454545454545454,0.07502899570763541,0.07502899570763541,False,0.023804759455757038,0.6576057004091855,0.45454545454545453,0.13771773810402138,0.13771773810402138
ECL,False,-0.004789342263013403,0.7192302191938644,0.35714285714285715,-0.09819261434035034,-0.09819261434035034,False,-0.009417494426064361,0.6686732642787541,0.42857142857142855,-0.11702359939709148,-0.11702359939709148,False,0.009400330628703848,0.7007740805639935,0.42857142857142855,0.10500183768839007,0.10500183768839007
ED,False,0.000533129527521505,0.9341338823219406,0.5294117647058824,0.02036201352576696,0.02036201352576696,False,0.014905466466687993,0.28038955680961586,0.47058823529411764,0.27096971713922946,0.27096971713922946,False,0.0720999511423834,0.0003440845124946414,0.0625,1.1510574169457475,1.1510574169457475
EFX,False,0.005249835096383682,0.6980119956400651,0.2,0.18653702393480218,0.18653702393480218,False,0.020164392316105673,0.47413420744114143,0.4,0.35294783455399337,0.35294783455399337,False,0.021661914488888212,0.5612861763726287,0.4,0.2829576446120078,0.2829576446120078
EG,False,0.003696718722647979,0.6621336805563465,0.5,0.09925758564035075,0.09925758564035075,False,0.01814538319261146,0.35853556303297573,0.2,0.2104052082731007,0.2104052082731007,False,0.07639540814246047,0.010365728607524917,0.15789473684210525,0.6565354585636487,0.6565354585636487
EIX,False,0.010253636822205786,0.3340131216059501,0.5833333333333334,0.2916773091246445,0.2916773091246445,False,-0.004276777084222555,0.8862472320161925,0.4166666666666667,-0.042264637075875376,-0.042264637075875376,False,0.03159287714391236,0.46157846621418885,0.3,0.24318910272243707,0.24318910272243707
EL,False,0.012736607265534985,0.32901903180986947,0.5714285714285714,0.4014715557253703,0.4014715557253703,False,0.031696781748087356,0.2868207977967447,0.2857142857142857,0.4417593049463124,0.4417593049463124,False,-0.017845319869457383,0.7520541179915852,0.42857142857142855,-0.12502443891863982,-0.12502443891863982
ELV,False,0.00046350910646061894,0.9447752929878552,0.6875,0.017609587149375692,0.017609587149375692,False,-0.002328429960563941,0.8679675869416672,0.5625,-0.042278127794081445,-0.042278127794081445,False,0.03151130075991002,0.2764467192752021,0.5,0.28236269691842253,0.28236269691842253
EMN,False,-0.0161910604283032,0.1526215361781469,0.47058823529411764,-0.3642443747852394,-0.3642443747852394,False,0.0019155383443257845,0.9006670406951384,0.4117647058823529,0.030757096276877373,0.030757096276877373,False,-0.006345597804762528,0.8150735775311952,0.47058823529411764,-0.05766894754809952,-0.05766894754809952
EMR,False,0.022986169518884658,0.09702026062414698,0.38461538461538464,0.49925101684790035,0.49925101684790035,False,0.03390842673782345,0.18976353528614787,0.38461538461538464,0.3855274571953165,0.3855274571953165,False,0.06949661130684,0.07734600550286466,0.38461538461538464,0.5357709092404088,0.5357709092404088
ENPH,False,-0.034725651396366006,0.33494247547755285,0.6,-0.48979433330421956,-0.48979433330421956,False,-0.16442184118770356,0.21961657361458028,0.6,-0.6502576359969624,-0.6502576359969624,False,,,,,
EOG,False,-0.0009765104267492608,0.9700341987269971,0.5,-0.013763381862925864,-0.013763381862925864,False,0.055933502711530525,0.04470404376351625,0.375,0.8629661366946708,0.8629661366946708,False,0.04851714832412546,0.19927250735431243,0.5,0.5011662657737876,0.5011662657737876
EPAM,False,-0.07194897405004963,0.1549840119831696,0.8,-0.7827033333519146,-0.7827033333519146,False,0.02426447109860099,0.6419138362873169,0.4,0.22459003747985523,0.22459003747985523,False,0.08633701123848252,0.5832373934015993,0.4,0.2665582149420961,0.2665582149420961
EQIX,False,0.016616747424538763,0.23301340328017212,0.38461538461538464,0.3483565040442956,0.3483565040442956,False,0.04937142210484357,0.03245911421820001,0.3076923076923077,0.6705227829033472,0.6705227829033472,False,0.06915596234111016,0.027190290960041833,0.23076923076923078,0.6973526182314914,0.6973526182314914
EQR,False,0.010365352767073356,0.19256783828450202,0.23076923076923078,0.38291678220153164,0.38291678220153164,False,0.03741981373990212,0.08586859375024979,0.38461538461538464,0.5190188961608568,0.5190188961608568,False,0.008121395139893236,0.7860812507161411,0.5384615384615384,0.0769786302134546,0.0769786302134546
EQT,False,0.025570173738059393,0.2416132962425128,0.4166666666666667,0.3572784502181037,0.3572784502181037,False,0.030962921066753607,0.26335365501964625,0.4166666666666667,0.34028576764755764,0.34028576764755764,False,-0.04293538851850178,0.4412890783781612,0.6666666666666666,-0.23060594703169537,-0.23060594703169537
ERIE,False,-0.0012489126911191272,0.9036596329272018,0.46153846153846156,-0.03428708706917268,-0.03428708706917268,False,0.016099878557292856,0.4819422691605699,0.38461538461538464,0.20127036022207337,0.20127036022207337,False,0.110949208040147,0.025675392654782,0.25,0.74424415412333,0.74424415412333
ES,False,-0.004919919882477225,0.4867057033971023,0.625,-0.2595668104645504,-0.2595668104645504,False,-0.0004848884793603597,0.9748376290369225,0.75,-0.011556168148819981,-0.011556168148819981,False,0.03298517225432529,0.26587475965630974,0.42857142857142855,0.4636602078636253,0.4636602078636253
ESS,False,-0.006956926714949566,0.299582909137202,0.6428571428571429,-0.2887600289885776,-0.2887600289885776,False,0.030985304985149398,0.07047616704474312,0.23076923076923078,0.5505573478186777,0.5505573478186777,False,0.018979491638027736,0.22918620021903624,0.38461538461538464,0.3514082682102247,0.3514082682102247
ETN,False,0.0010057516611191863,0.9276015950118782,0.375,0.023100455824375723,0.023100455824375723,False,0.014099320162687022,0.42023743690078763,0.5625,0.2071878439502348,0.2071878439502348,False,0.01701697374868865,0.5561275495283811,0.5,0.1505144653322064,0.1505144653322064
ETR,False,-0.0033337019451065595,0.7301450351822727,0.7,-0.11253239883122086,-0.11253239883122086,False,0.03937476652414479,0.023411497068621476,0.3,0.8617527231998275,0.8617527231998275,False,0.06935461246258517,0.03267146991075811,0.3,0.7974663826570565,0.7974663826570565
EVRG,False,-0.004493025150064092,0.46248086606302563,0.5454545454545454,-0.2303716156041651,-0.2303716156041651,False,-0.030939376340371562,0.05859488547555154,0.8181818181818182,-0.6435166509183134,-0.6435166509183134,False,-0.00656411623796117,0.7729316529965427,0.36363636363636365,-0.08939129292894747,-0.08939129292894747
EW,False,0.013364332698140033,0.12901664702026266,0.21428571428571427,0.433220994678257,0.433220994678257,False,0.05521657352296113,0.07642009340367477,0.5,0.5144204192251747,0.5144204192251747,False,0.06834061383843118,0.035187469640543444,0.42857142857142855,0.6282211564210994,0.6282211564210994
EXC,False,0.003558724280479568,0.5362937642093599,0.3333333333333333,0.13731830204252043,0.13731830204252043,False,0.01106103990848721,0.4146078671896455,0.42857142857142855,0.18180491422260459,0.18180491422260459,False,0.04373083722285779,0.027469048600497658,0.3157894736842105,0.5504259834130927,0.5504259834130927
EXE,False,,,,,,False,,,,,,False,,,,,
EXPD,False,0.005220766610910108,0.4329635775380941,0.29411764705882354,0.19509255396207828,0.19509255396207828,False,0.0174381377819781,0.03905483953548148,0.35294117647058826,0.5451272415561423,0.5451272415561423,False,0.056005412701323795,0.0014419720473227017,0.11764705882352941,0.9316165742966023,0.9316165742966023
EXPE,False,-0.01035135558916514,0.5910285273690341,0.4,-0.1222191910883705,-0.1222191910883705,False,-0.025640841470495983,0.4677836897040113,0.4,-0.1656812422829824,-0.1656812422829824,False,-0.033861036124952205,0.42310658195105677,0.7,-0.1830673565055137,-0.1830673565055137
EXR,False,0.014870545264840206,0.29572853041307845,0.3333333333333333,0.37290237168955576,0.37290237168955576,False,0.008890786866628931,0.7049252889103244,0.4444444444444444,0.13083986391671978,0.13083986391671978,False,-0.005369488765087126,0.8651770624224193,0.4444444444444444,-0.05844320707372082,-0.05844320707372082
F,False,0.01601684239193973,0.23795069672250457,0.3333333333333333,0.31830811406766885,0.31830811406766885,False,0.04306881755168216,0.23816215459780504,0.4,0.31815727232448576,0.31815727232448576,False,0.0658592349211841,0.1730232682966858,0.5333333333333333,0.37072378813606877,0.37072378813606877
FANG,False,0.026022390446925385,0.2645538263428062,0.4444444444444444,0.39992129342118804,0.39992129342118804,True,-0.05658340813791268,0.0186327452357118,1.0,-1.077669746138896,-1.077669746138896,False,0.11773850221980323,0.0771907612189911,0.25,0.7319361440022876,0.7319361440022876
FAST,False,-0.0001576573119326437,0.9820518346197027,0.6470588235294118,-0.005542135629323044,-0.005542135629323044,False,0.007934292888269948,0.4557809879162539,0.5882352941176471,0.18538347211201636,0.18538347211201636,False,0.04779003988822152,0.07387046689220873,0.5294117647058824,0.4638752934691596,0.4638752934691596
FCX,False,0.036318099483842015,0.19129879018324214,0.2857142857142857,0.5565663903544049,0.5565663903544049,False,0.10505386652271582,0.10199604273963343,0.2857142857142857,0.7290653222895412,0.7290653222895412,False,0.04651786691457541,0.5484060680304623,0.5714285714285714,0.2402905084593728,0.2402905084593728
FDS,False,-0.01143432960772195,0.41204395688066475,0.5,-0.3083487627244861,-0.3083487627244861,False,0.012438637647247286,0.6695429907331272,0.5,0.15743993897623337,0.15743993897623337,False,0.07880702860896793,0.05198764116888648,0.25,0.8266548993953752,0.8266548993953752
FDX,False,-0.011932159095748317,0.19452304594803094,0.5454545454545454,-0.4192738021041433,-0.4192738021041433,False,0.0023193305136836343,0.9150088929073545,0.36363636363636365,0.0330011613323869,0.0330011613323869,False,-0.0022485285885062056,0.9576340016529497,0.45454545454545453,-0.016423158112393036,-0.016423158112393036
FE,False,0.010743795321594106,0.25339759121830446,0.36363636363636365,0.36540998041251577,0.36540998041251577,False,0.027782442329899782,0.058673070269067616,0.45454545454545453,0.6432780586059687,0.6432780586059687,False,0.06330848141895154,0.06385680085218792,0.3333333333333333,0.7163933320086365,0.7163933320086365
FFIV,False,-0.019623634028488806,0.09558048646468761,0.7857142857142857,-0.4802913010490669,-0.4802913010490669,False,0.009765612214502981,0.5272577087711126,0.42857142857142855,0.17361494626143265,0.17361494626143265,False,0.05338371176153194,0.1147660544548865,0.5,0.4517871428793967,0.4517871428793967
FI,False,0.023036633930290016,0.06600035456794652,0.42857142857142855,0.536409098660641,0.536409098660641,False,0.029833873650508904,0.07056498810331381,0.2857142857142857,0.5264111658568843,0.5264111658568843,False,0.10852696127631078,0.0023218622163706645,0.14285714285714285,1.0084792779075291,1.0084792779075291
FICO,False,0.01238697990539547,0.6454619455799028,0.5714285714285714,0.18298117235895822,0.18298117235895822,False,0.0981325770804356,0.1136725988811,0.3333333333333333,0.7817463384755109,0.7817463384755109,False,0.2630704283813826,0.017630216189055588,0.16666666666666666,1.4213194533564908,1.4213194533564908
FIS,False,0.026722435155501954,0.0014914447202483104,0.125,0.9690911918430607,0.9690911918430607,False,0.0513779962683671,0.022385167080287836,0.125,0.636440822152921,0.636440822152921,False,0.08207187553130461,0.03440527728103877,0.1875,0.5816535784174794,0.5816535784174794
FITB,False,0.016509724173889927,0.09563132162487051,0.15384615384615385,0.5015974241739364,0.5015974241739364,False,0.007513189749618223,0.6680954374454482,0.5384615384615384,0.12190096114205255,0.12190096114205255,False,0.004335906115737369,0.9096631856700165,0.46153846153846156,0.032139718008349,0.032139718008349
FOX,False,0.011257715616637366,0.4037191039446947,0.3333333333333333,0.29385565078846204,0.29385565078846204,False,0.02678416525827834,0.39457789774744656,0.5555555555555556,0.29988447428712567,0.29988447428712567,False,0.07472639863958147,0.09279488175794101,0.2222222222222222,0.6360511846710564,0.6360511846710564
FOXA,False,0.0047718346507314765,0.7874108219477447,0.5,0.08786133420552739,0.08786133420552739,False,0.026182776390344074,0.3567444052861092,0.5,0.30717427466917196,0.30717427466917196,False,0.03906759421005893,0.39144453842893057,0.5,0.284680719606273,0.284680719606273
FRT,False,0.010496038131912584,0.3371438898484691,0.3125,0.2478873292662467,0.2478873292662467,False,-0.008322046597342385,0.5989259836356717,0.6,-0.13894953043737845,-0.13894953043737845,False,-0.0514837324257512,0.26376562652685775,0.6,-0.30061746759270197,-0.30061746759270197
FSLR,False,-0.035117112927049075,0.14735585123327444,0.7142857142857143,-0.628585874084063,-0.628585874084063,False,0.021244132814617105,0.6300504423710653,0.42857142857142855,0.19173883750045045,0.19173883750045045,False,0.09835382989042771,0.31775002592859547,0.2857142857142857,0.41178791194347336,0.41178791194347336
FTNT,False,0.015892317481619414,0.44153801564950734,0.375,0.28839452362905155,0.28839452362905155,False,0.05662548939006319,0.1948254684019864,0.375,0.5068260772008962,0.5068260772008962,False,0.006616893722262665,0.8867787980636367,0.375,0.05220360773395819,0.05220360773395819
FTV,False,-0.0218189645448638,0.15784351275422917,0.8333333333333334,-0.6776214930771733,-0.6776214930771733,False,-0.027121906712436267,0.36304826156543757,0.6666666666666666,-0.4084055452534706,-0.4084055452534706,False,-0.012577361535624424,0.733226882476089,0.5,-0.1471592235052615,-0.1471592235052615
GD,False,0.013116020054764591,0.04635972336670984,0.2857142857142857,0.463433825670629,0.463433825670629,False,0.0057418091689648235,0.5038675286119434,0.5238095238095238,0.14854054153824148,0.14854054153824148,False,0.014410791532163701,0.5241954281281066,0.42105263157894735,0.14901359110750365,0.14901359110750365
GDDY,False,0.01422081266840619,0.2882238666518021,0.3,0.3569163477794414,0.3569163477794414,False,0.0340148470785861,0.07391826674480136,0.3,0.6393191276404685,0.6393191276404685,False,0.09965964178522464,0.026679467231681527,0.2,0.8365281034803419,0.8365281034803419
GE,False,0.005485550617188685,0.6587320244702182,0.16666666666666666,0.13102692775310068,0.13102692775310068,True,-0.049528852337175244,0.025648723147148535,0.8333333333333334,-0.744412499700195,-0.744412499700195,False,-0.04226586948702041,0.26570448768594834,0.6666666666666666,-0.3385156492639232,-0.3385156492639232
GEHC,False,,,,,,False,,,,,,False,,,,,
GEN,False,0.009124375880257425,0.5293791709328692,0.45454545454545453,0.19645013215072823,0.19645013215072823,False,0.008147903200085889,0.6923120123582818,0.6363636363636364,0.1228300095568793,0.1228300095568793,False,-0.01748749595414348,0.6472710315846482,0.5454545454545454,-0.14222000994986256,-0.14222000994986256
GEV,False,,,,,,False,,,,,,False,,,,,
GILD,False,-0.009624166979372307,0.10311843563765759,0.7222222222222222,-0.40599936139657533,-0.40599936139657533,True,-0.02823648246372841,0.028750081210831554,0.6666666666666666,-0.5631283516140837,-0.5631283516140837,False,-0.010398451300766899,0.6639556576300709,0.5555555555555556,-0.10421524234802487,-0.10421524234802487
GIS,False,0.01154253616899251,0.08925296696977325,0.35714285714285715,0.33313653424360334,0.33313653424360334,False,0.023807188807387324,0.027819874912522843,0.25,0.4394248009477821,0.4394248009477821,False,0.059355018614005765,0.0011208470254481311,0.17857142857142858,0.6889774505689028,0.6889774505689028
GL,False,-0.0176928513078147,0.17889511878965197,0.5,-0.41446475060352844,-0.41446475060352844,False,-0.00913648577422907,0.5959734075358606,0.5,-0.15761319164556417,-0.15761319164556417,False,0.0026292913407253704,0.9163357167439887,0.5,0.03102969917831524,0.03102969917831524
GLW,False,-0.00900108452951824,0.23743769941914722,0.6470588235294118,-0.29768019025823517,-0.29768019025823517,False,-0.0073317581408257225,0.6656167350795483,0.5294117647058824,-0.10678617679408739,-0.10678617679408739,False,0.015457083512765606,0.6238853534467748,0.47058823529411764,0.12126647462388955,0.12126647462388955
GM,False,0.015418345282366097,0.07443726205174375,0.2,0.4977139269386296,0.4977139269386296,False,-0.031016506024203857,0.25363970196852825,0.7333333333333333,-0.3073896970613091,-0.3073896970613091,False,0.0057591037259549765,0.8678675193435743,0.4,0.043751549975983586,0.043751549975983586
