,mw_u,mw_p,ks_stat,ks_p,t_stat,t_p,horizon,comparison,symbol
18,623.0,0.023040365318675003,0.3473118279569892,0.034352147866702085,2.522866015966977,0.014814305221104055,5,double_top_vs_ma_crossover,SRE
19,538.0,0.19567894595773438,0.26666666666666666,0.23907300248018645,1.1851148680307066,0.24154090793178515,5,double_top_vs_random,SRE
20,390.0,0.28248431873788615,0.221505376344086,0.34995744957091984,-1.1645455210670788,0.24889146251994232,5,ma_crossover_vs_random,SRE
21,645.0,0.009591176876279745,0.35053763440860214,0.029102647508407298,2.7223595199827857,0.008625671971730742,20,double_top_vs_ma_crossover,SRE
22,603.0,0.024121474308935943,0.3,0.13500350250095441,2.6218231738373374,0.011168278639957646,20,double_top_vs_random,SRE
23,459.0,0.9367587331908838,0.14301075268817204,0.8563529678133777,-0.34263694215432433,0.7331187204158386,20,ma_crossover_vs_random,SRE
24,663.0,0.004372270113100351,0.47634408602150535,0.0011119735521662824,3.00550455705557,0.003963325925893706,60,double_top_vs_ma_crossover,SRE
25,612.0,0.016927346782087373,0.36666666666666664,0.034580084963334506,2.477830354274767,0.01640826027888406,60,double_top_vs_random,SRE
26,443.0,0.7564360416079277,0.24301075268817204,0.2770956857663115,0.1940181390579873,0.846989820002028,60,ma_crossover_vs_random,SRE
27,368.0,0.0058879476772339435,0.49898580121703856,0.005859417326228886,2.8872325225394992,0.006697890920813159,5,double_top_vs_ma_crossover,STE
28,202.0,0.049578660959658974,0.47058823529411764,0.04495293297598427,2.0942010987733393,0.045440055913243266,5,double_top_vs_random,STE
29,235.5,0.8111384274233466,0.20081135902636918,0.6945733956533904,0.06300492086664561,0.9502670561944571,5,ma_crossover_vs_random,STE
30,299.0,0.23660361030771881,0.2778904665314402,0.3089372145922269,1.366995639567059,0.17908955103178084,20,double_top_vs_ma_crossover,STE
31,178.0,0.25561761321502063,0.29411764705882354,0.46535270633620435,1.298851347693658,0.20501163426631036,20,double_top_vs_random,STE
32,249.5,0.9546290946846485,0.19066937119675456,0.7488284214417191,0.26560550501304503,0.7924370865601026,20,ma_crossover_vs_random,STE
33,244.0,0.8975364883228788,0.19117647058823528,0.7553441752323575,0.2025639921412875,0.8404861126238982,60,double_top_vs_ma_crossover,STE
34,145.0,1.0,0.17647058823529413,0.9631071252458352,0.4541128863254683,0.6532297174014086,60,double_top_vs_random,STE
35,240.5,0.9626548738642141,0.20588235294117646,0.6735467115462296,0.2891576774165156,0.774391956993679,60,ma_crossover_vs_random,STE
36,155.0,0.5156497197045827,0.2777777777777778,0.568102536443693,0.45780099419521797,0.6554490046857875,5,double_top_vs_ma_crossover,STLD
37,55.0,0.21589856191320134,0.5555555555555556,0.12587412587412586,0.9817677949082463,0.34351358426744183,5,double_top_vs_random,STLD
38,175.0,0.18795038153569465,0.5222222222222223,0.03032608355688351,0.8074383658265017,0.43930072731769143,5,ma_crossover_vs_random,STLD
39,202.0,0.014766425710503699,0.5287356321839081,0.027484368600917092,2.111716420868607,0.04793661902585603,20,double_top_vs_ma_crossover,STLD
40,56.0,0.18487236480759495,0.4444444444444444,0.35170711641299873,1.5664170330639637,0.14180323970853084,20,double_top_vs_random,STLD
41,127.0,0.9179588117427747,0.2796934865900383,0.5443889528379691,0.23496932194166015,0.8183417517504199,20,ma_crossover_vs_random,STLD
42,179.0,0.09929846497335332,0.44061302681992337,0.10066390351020332,1.4053028264478933,0.18721716816498368,60,double_top_vs_ma_crossover,STLD
43,52.0,0.3308875570965121,0.4444444444444444,0.35170711641299873,0.8539353318799141,0.40638029654647,60,double_top_vs_random,STLD
44,121.0,0.7573095676351622,0.19540229885057472,0.9052918675009953,-0.48644428262009315,0.6347063258788066,60,ma_crossover_vs_random,STLD
45,283.0,0.32691803619729753,0.2791666666666667,0.31578673741912533,1.030561641735887,0.3090708902887662,5,double_top_vs_ma_crossover,STT
46,132.0,0.8950258221252538,0.125,0.9998909696588173,0.14860557399813615,0.8830230210586818,5,double_top_vs_random,STT
47,208.0,0.467536397236215,0.24583333333333332,0.466482309347187,-0.6419410821185377,0.5262455633377654,5,ma_crossover_vs_random,STT
48,175.0,0.13680074954033233,0.26666666666666666,0.3798988614516709,-1.4742194590032835,0.14825541359468214,20,double_top_vs_ma_crossover,STT
49,103.0,0.3556777081641096,0.25,0.7164116566837258,-0.8061531451192684,0.4271573592888339,20,double_top_vs_random,STT
50,262.0,0.6199928192812989,0.16666666666666666,0.8859730276482469,0.4145842417271136,0.681334907875532,20,ma_crossover_vs_random,STT
51,191.0,0.2632503973004554,0.25833333333333336,0.40715280385323915,-1.0246086237862566,0.31375729017987136,60,double_top_vs_ma_crossover,STT
52,99.0,0.28263018409467544,0.375,0.21453463154903454,-1.0476527264468771,0.30317669414585,60,double_top_vs_random,STT
53,214.0,0.5564560148803466,0.25416666666666665,0.42140710880995835,-0.1673248723540767,0.8682053405473997,60,ma_crossover_vs_random,STT
54,87.0,0.08592209779599616,0.4072727272727273,0.116976329050202,-1.7136639578071957,0.09888944433897172,5,double_top_vs_ma_crossover,STX
55,52.0,0.599154369718933,0.36363636363636365,0.479150364599281,-0.37290025281373124,0.7131455898551,5,double_top_vs_random,STX
56,169.0,0.28705848238250253,0.28363636363636363,0.46930005756806786,1.3226678754116108,0.19778439628114358,5,ma_crossover_vs_random,STX
57,124.0,0.6552352185730148,0.24363636363636362,0.651332607427615,-0.9529804774315735,0.3525582696193438,20,double_top_vs_ma_crossover,STX
58,47.0,0.3930343140331565,0.36363636363636365,0.479150364599281,-1.19448133658102,0.24707994259353078,20,double_top_vs_random,STX
59,128.0,0.757263368492406,0.2,0.8468915360559672,-0.36748940399170615,0.7164550855293761,20,ma_crossover_vs_random,STX
60,92.0,0.16038794506893028,0.3446969696969697,0.2578815648788821,-1.7370050817226739,0.0956228934848455,60,double_top_vs_ma_crossover,STX
61,56.0,0.7926981987196762,0.36363636363636365,0.479150364599281,0.1323506118793966,0.8960752091789206,60,double_top_vs_random,STX
62,173.0,0.1501208222419232,0.375,0.1793322969643064,2.0767219503240586,0.04727938921857677,60,ma_crossover_vs_random,STX
63,233.0,0.14362285040127287,0.3,0.3699408642025922,1.656175288430895,0.10559732433984993,5,double_top_vs_ma_crossover,STZ
64,111.0,0.17199625818189457,0.4523809523809524,0.10152872837217972,1.4993150752343887,0.14763385077380073,5,double_top_vs_random,STZ
65,216.0,0.8897765376601143,0.1523809523809524,0.951060059895715,-0.16104501444318767,0.8729421166846191,5,ma_crossover_vs_random,STZ
66,225.0,0.14768580363083117,0.4885057471264368,0.022803078349952783,1.1434332359893424,0.26059714720390936,20,double_top_vs_ma_crossover,STZ
67,105.0,0.2907052357301594,0.4166666666666667,0.1626706151568179,1.185026752569746,0.24936811268326728,20,double_top_vs_random,STZ
68,216.0,0.7459570842993626,0.25862068965517243,0.47355531459616307,0.28140775178906235,0.7806722131604241,20,ma_crossover_vs_random,STZ
69,143.0,0.46937154067980613,0.44047619047619047,0.056036856724583375,-0.25265835857403884,0.8036277585633651,60,double_top_vs_ma_crossover,STZ
70,69.0,0.45486191762844663,0.38095238095238093,0.23025150915849532,-0.7452436584775924,0.4638776782096675,60,double_top_vs_random,STZ
71,167.0,0.4469986641381217,0.21428571428571427,0.7711347361607007,-0.7106439093049746,0.48460454867478053,60,ma_crossover_vs_random,STZ
72,511.0,0.000459759138292929,0.5723076923076923,0.00016371535622464062,3.8830735365456746,0.000308949927038724,5,double_top_vs_ma_crossover,SW
73,448.0,0.008666507573989936,0.48,0.005614410507946465,2.345495428918249,0.023702945486568535,5,double_top_vs_random,SW
74,292.5,0.546214014767366,0.13076923076923078,0.9522156407593666,-0.8318335864655563,0.4100051312304791,5,ma_crossover_vs_random,SW
75,411.0,0.10646216348516715,0.38461538461538464,0.026039101402147682,1.4983329206783504,0.14193565534239055,20,double_top_vs_ma_crossover,SW
76,386.0,0.15578942667667406,0.36,0.07789836549197329,1.4367854063923144,0.15894060223114834,20,double_top_vs_random,SW
77,334.5,0.8653373883041037,0.1276923076923077,0.9609111820896667,-0.039433264208414226,0.9687053571087336,20,ma_crossover_vs_random,SW
78,347.0,0.5085308375125299,0.24,0.4754535018190584,0.4917260081608653,0.6253543519098855,60,double_top_vs_ma_crossover,SW
79,347.0,0.5085615036646332,0.24,0.4754535018190584,0.41266959468874015,0.6820597661414582,60,double_top_vs_random,SW
80,308.5,0.9458560001822112,0.16,0.914993219397903,-0.02006735767527817,0.9840754037623552,60,ma_crossover_vs_random,SW
81,53.0,0.021242175677068466,0.6888888888888889,0.001603698489126743,-2.519373766448955,0.021714638066461033,5,double_top_vs_ma_crossover,SWK
82,24.0,0.15706068068112108,0.4444444444444444,0.35170711641299873,-1.5987205435781155,0.12971700318183976,5,double_top_vs_random,SWK
83,141.0,0.2743902513997516,0.4177777777777778,0.14709157774982548,0.8669094572793049,0.39630408480018575,5,ma_crossover_vs_random,SWK
84,70.0,0.1010284564977933,0.6177777777777778,0.006451856939326678,-1.3461760141195611,0.20860132607391374,20,double_top_vs_ma_crossover,SWK
85,16.0,0.03379241873672941,0.7777777777777778,0.006293706293706292,-1.8299207002573046,0.0994152213021559,20,double_top_vs_random,SWK
86,103.0,0.7253452719907537,0.24888888888888888,0.7069563405688513,-1.1153353024993664,0.27446522833396403,20,ma_crossover_vs_random,SWK
87,54.0,0.030529519535915123,0.5694444444444444,0.01731921767516873,-2.2507966308750356,0.03807108107078045,60,double_top_vs_ma_crossover,SWK
88,19.0,0.06327950714085495,0.4444444444444444,0.35170711641299873,-1.8812955515991305,0.07825615605817911,60,double_top_vs_random,SWK
89,115.0,0.7927456445205492,0.2222222222222222,0.8409804989226568,0.08981829495672967,0.9294922010576565,60,ma_crossover_vs_random,SWK
90,125.5,0.20368705917728147,0.3273809523809524,0.23765773915055707,-1.2540947399295537,0.21953226526777073,5,double_top_vs_ma_crossover,SWKS
91,67.0,0.1610359088891672,0.35714285714285715,0.3433204708275377,-0.9169811152165276,0.3678680431188761,5,double_top_vs_random,SWKS
92,161.0,0.8440631332945912,0.16666666666666666,0.9278604021668384,0.14322789629230379,0.8872301658113316,5,ma_crossover_vs_random,SWKS
93,139.5,0.39676592182477655,0.3273809523809524,0.23765773915055707,-1.0208493927596118,0.3168135163301579,20,double_top_vs_ma_crossover,SWKS
94,62.0,0.10281313828459333,0.35714285714285715,0.3433204708275377,-1.6459562373871923,0.11183135476813148,20,double_top_vs_random,SWKS
95,138.0,0.372012166639865,0.22023809523809523,0.6970226739824537,-0.8913338447480346,0.38129396495609846,20,ma_crossover_vs_random,SWKS
96,157.5,0.7621589806617308,0.19047619047619047,0.8404499317088469,-0.4981630295959037,0.6216949269894394,60,double_top_vs_ma_crossover,SWKS
97,100.0,0.9450445801762476,0.21428571428571427,0.9205155471799703,0.17931551631253026,0.859293633710631,60,double_top_vs_random,SWKS
98,186.0,0.5964072618583455,0.19047619047619047,0.8404499317088469,0.5668636957155977,0.5761280637698085,60,ma_crossover_vs_random,SWKS
99,187.0,0.7507452636022118,0.2022792022792023,0.789855163723187,0.3899546103411707,0.698926082490263,5,double_top_vs_ma_crossover,SYF
100,99.0,0.4727132168478557,0.3076923076923077,0.5881960656115993,1.14452702284454,0.2643787401302663,5,double_top_vs_random,SYF
101,199.0,0.5065876606875535,0.2022792022792023,0.789855163723187,0.7563720781809464,0.4555329156739576,5,ma_crossover_vs_random,SYF
102,204.0,0.41875618985009766,0.24786324786324787,0.5545427035254914,0.5296029869139195,0.6003428977555056,20,double_top_vs_ma_crossover,SYF
103,98.0,0.504912250524678,0.23076923076923078,0.8978057035171046,-0.025915003002841892,0.979580289485694,20,double_top_vs_random,SYF
104,162.0,0.707366719735417,0.24786324786324787,0.5545427035254914,-0.41298909571554465,0.6841176166015079,20,ma_crossover_vs_random,SYF
105,218.0,0.22517894611760014,0.2905982905982906,0.35466998530322247,1.4133598777447596,0.16976761677734378,60,double_top_vs_ma_crossover,SYF
106,103.0,0.35588488089703474,0.3076923076923077,0.5881960656115993,1.1973938271346896,0.24288776141871818,60,double_top_vs_random,SYF
107,182.0,0.8624476665812902,0.21652421652421652,0.7054131772218948,-0.09448662082537955,0.9254285840972036,60,ma_crossover_vs_random,SYF
108,295.0,0.09231909301269643,0.33482142857142855,0.17809128977537617,1.871209612808249,0.07205459169923124,5,double_top_vs_ma_crossover,SYK
109,139.0,0.06268904777593352,0.42857142857142855,0.15493471530488623,2.085755174336791,0.04827846321723035,5,double_top_vs_random,SYK
110,272.0,0.25681290275253754,0.23214285714285715,0.584688346159141,0.2106070078325575,0.834304902842572,5,ma_crossover_vs_random,SYK
111,309.0,0.043637151778017615,0.32589285714285715,0.20098212609261623,2.1949704592114125,0.037709562088845176,20,double_top_vs_ma_crossover,SYK
112,120.0,0.3230813523843409,0.2857142857142857,0.6354849613377005,1.1470930694381722,0.26180970068869536,20,double_top_vs_random,SYK
113,202.0,0.6077663793479572,0.22321428571428573,0.6280355850727729,-0.787073628895168,0.4389664375494956,20,ma_crossover_vs_random,SYK
114,281.0,0.11945049088194368,0.4032258064516129,0.06321994466891992,1.358258065361776,0.18882212383690913,60,double_top_vs_ma_crossover,SYK
115,120.0,0.3230813523843409,0.35714285714285715,0.3433204708275377,0.9870307561322086,0.3329792375490762,60,double_top_vs_random,SYK
116,181.0,0.3841077807031106,0.2626728110599078,0.42816153875754914,-0.010855501148022272,0.9914540531162781,60,ma_crossover_vs_random,SYK
117,196.0,0.4919967382538566,0.27246376811594203,0.4265536267075645,0.6646702507460631,0.5132311965370067,5,double_top_vs_ma_crossover,SYY
118,130.0,0.48038912886806284,0.2,0.9383310279844598,1.070149840167948,0.295481329186907,5,double_top_vs_random,SYY
119,173.0,1.0,0.20579710144927535,0.7547002936515966,0.6235742624820934,0.5374375042725454,5,ma_crossover_vs_random,SYY
120,248.0,0.025047952677828954,0.47246376811594204,0.023596250420688997,1.9979135291866716,0.05676441629126222,20,double_top_vs_ma_crossover,SYY
121,133.0,0.406421168437046,0.2,0.9383310279844598,1.1428428770236778,0.26320572715480184,20,double_top_vs_random,SYY
122,139.0,0.32437175421177655,0.3130434782608696,0.2743820096368249,-0.8720476711515266,0.3902529786625316,20,ma_crossover_vs_random,SYY
123,223.0,0.07516321733465564,0.44242424242424244,0.03838532092570396,1.9067921835710435,0.06690023660673726,60,double_top_vs_ma_crossover,SYY
124,154.0,0.08876914950385338,0.4,0.18441617684449832,1.8225894694823044,0.07959145174785422,60,double_top_vs_random,SYY
125,176.0,0.7453238780417601,0.2606060606060606,0.4838289356398779,-0.03512618593681124,0.9721946813682141,60,ma_crossover_vs_random,SYY
126,182.0,0.6399211415793273,0.26,0.4305880284713772,0.222265125230286,0.8261704710052006,5,double_top_vs_ma_crossover,T
127,141.0,0.6374068854783106,0.25,0.7164116566837258,1.0676075538940826,0.2945218707124053,5,double_top_vs_random,T
128,220.5,0.592963994610839,0.3125,0.2329090398259016,1.1950039091460536,0.24332488037422526,5,ma_crossover_vs_random,T
129,156.0,0.2448945620624674,0.3,0.27168165836387476,-0.8910513202830586,0.3813964925550294,20,double_top_vs_ma_crossover,T
130,113.0,0.58455744367183,0.25,0.7164116566837258,-0.6205796071872685,0.5396030727288301,20,double_top_vs_random,T
131,204.5,0.9148610516177995,0.215,0.662987527173799,0.17644296709883434,0.8612699621390602,20,ma_crossover_vs_random,T
132,137.0,0.09477173222568169,0.3325,0.18136959119023058,-1.604653861786198,0.11765421586183737,60,double_top_vs_ma_crossover,T
133,72.0,0.036376473090214856,0.4375,0.09332629866697198,-2.36303555486681,0.025143630284235777,60,double_top_vs_random,T
134,155.5,0.2395946022998816,0.34,0.15897675133280284,-1.0649208683817863,0.29559351843378684,60,ma_crossover_vs_random,T
135,247.0,0.6045651430797042,0.26666666666666666,0.45855942991774684,0.99853172065523,0.3249518893662653,5,double_top_vs_ma_crossover,TAP
136,130.0,0.4801934110670829,0.26666666666666666,0.6781382270680966,0.7740032634140015,0.4459667508500401,5,double_top_vs_random,TAP
137,244.0,0.6560107294666291,0.23333333333333334,0.6300280349530364,-0.022958080003252813,0.9818560205096689,5,ma_crossover_vs_random,TAP
138,207.0,0.6733876515950101,0.16666666666666666,0.9372351759974278,-0.30997330747143337,0.758232940053592,20,double_top_vs_ma_crossover,TAP
139,110.0,0.9338055600066282,0.13333333333333333,0.9997887537139585,-0.05244820688963916,0.9585468126677066,20,double_top_vs_random,TAP
140,232.0,0.8756376510633312,0.13333333333333333,0.9934594223267671,0.24540414875798408,0.8075116259231676,20,ma_crossover_vs_random,TAP
141,225.0,1.0,0.2,0.8060467455030543,0.08330741701877296,0.9342816935267579,60,double_top_vs_ma_crossover,TAP
142,119.0,0.8032265943143624,0.2,0.9383310279844598,0.7529791256891334,0.4584805775674595,60,double_top_vs_random,TAP
143,247.0,0.6046960916419214,0.23333333333333334,0.6300280349530364,0.8873685942046899,0.3811598053259897,60,ma_crossover_vs_random,TAP
144,283.5,0.6388832965237952,0.3116883116883117,0.14365242029173322,0.7088566658317003,0.4824371616692379,5,double_top_vs_ma_crossover,TDG
145,257.0,0.7334369988314015,0.2727272727272727,0.39373973565829246,1.3821363204708448,0.17465668686316926,5,double_top_vs_random,TDG
146,353.0,0.38445811100722727,0.21753246753246752,0.5175082077541834,0.8084893215205803,0.4229250794434022,5,ma_crossover_vs_random,TDG
147,375.5,0.19018924634836276,0.32142857142857145,0.12161809277213537,1.6722660357773893,0.10161292937369287,20,double_top_vs_ma_crossover,TDG
148,360.0,0.00578567323793845,0.5454545454545454,0.002358498170269704,3.020422874310279,0.004804251127830473,20,double_top_vs_random,TDG
149,395.0,0.09092035087984347,0.31493506493506496,0.1350266093881318,1.2352256758550924,0.2230323032029346,20,ma_crossover_vs_random,TDG
150,282.5,0.7782963320505786,0.26262626262626265,0.3014845457970658,-0.49678196006197983,0.6220820220955556,60,double_top_vs_ma_crossover,TDG
151,298.0,0.19240008471547443,0.45454545454545453,0.020047233548095234,1.642275992225742,0.11279673229622501,60,double_top_vs_random,TDG
152,367.0,0.16241280032792094,0.2441077441077441,0.3862321632398748,1.7756753658134279,0.08446372531327921,60,ma_crossover_vs_random,TDG
153,139.0,0.40644693482320904,0.34051724137931033,0.3701502951977336,1.5627752822836583,0.1472598584670683,5,double_top_vs_ma_crossover,TDY
154,40.0,0.43055788764465364,0.375,0.6601398601398599,0.9769022498397554,0.346685353765387,5,double_top_vs_random,TDY
155,120.0,0.8993001454102022,0.34913793103448276,0.33866398743059084,-0.6031578825456795,0.555986667476805,5,ma_crossover_vs_random,TDY
156,108.0,0.781994482995716,0.22413793103448276,0.8321566348131813,-0.20337231799117686,0.8430874200102083,20,double_top_vs_ma_crossover,TDY
157,24.0,0.43055788764465364,0.375,0.6601398601398599,-0.5686438863520796,0.5786144332272907,20,double_top_vs_random,TDY
158,105.0,0.7039751844305924,0.21551724137931033,0.8660004838372959,-0.5356354270102855,0.6045941447451098,20,ma_crossover_vs_random,TDY
159,141.0,0.36601943171862594,0.38362068965517243,0.24028458335858716,0.6851130938334469,0.507521824197167,60,double_top_vs_ma_crossover,TDY
160,29.0,0.792746526993248,0.375,0.6601398601398599,-0.07550254211971191,0.9409075317308266,60,double_top_vs_random,TDY
161,99.0,0.5498933123221548,0.3275862068965517,0.4129507288900077,-0.6957698100787366,0.5026434511300022,60,ma_crossover_vs_random,TDY
162,72.5,0.05750707960812668,0.48,0.05565907842947693,-1.9283922075272137,0.06696632836671496,5,double_top_vs_ma_crossover,TECH
163,32.0,0.18521445816171678,0.5,0.16782134274394334,-1.122878678525075,0.2764257087775534,5,double_top_vs_random,TECH
164,147.0,0.43241311472196553,0.26,0.6523302593282307,0.5880582897236153,0.5632847406273485,5,ma_crossover_vs_random,TECH
165,72.5,0.05750707960812668,0.54,0.02068983819948945,-1.843969667357431,0.0785868383903465,20,double_top_vs_ma_crossover,TECH
166,36.0,0.3067609561706547,0.4,0.41752365281777043,-1.0969178793166727,0.2871409948777277,20,double_top_vs_random,TECH
167,140.0,0.5964828214814786,0.24,0.7425233439595802,0.6401139684114014,0.528783588364812,20,ma_crossover_vs_random,TECH
168,100.5,0.4725063955290676,0.31666666666666665,0.39807518050664037,-1.2126168625525928,0.23902311218217503,60,double_top_vs_ma_crossover,TECH
169,38.0,0.38395703557388927,0.4,0.41752365281777043,-0.8564842576164535,0.40380730312426394,60,double_top_vs_random,TECH
170,116.0,0.8947568421887474,0.175,0.9507853005464731,0.08137034491028702,0.9361709897712864,60,ma_crossover_vs_random,TECH
171,229.0,0.19242822781028757,0.2857142857142857,0.24093587615197432,-1.149823753913124,0.25625532915900345,5,double_top_vs_ma_crossover,TEL
172,214.0,0.8799936498570522,0.2857142857142857,0.36497950870925666,0.25609245981735634,0.799458646543167,5,double_top_vs_random,TEL
173,337.0,0.3905448673815656,0.25,0.38873280142530625,1.1020699478884175,0.2783420702409125,5,ma_crossover_vs_random,TEL
174,253.0,0.7863584270175151,0.2161654135338346,0.5832756180143414,-0.3926439814077124,0.6969858821358073,20,double_top_vs_ma_crossover,TEL
175,213.0,0.724695268365866,0.23558897243107768,0.5270350738020129,-0.12056178632727058,0.9047101853625388,20,double_top_vs_random,TEL
176,316.0,0.6640229781376727,0.15476190476190477,0.8998409948564121,0.29827831044215847,0.7669302952725312,20,ma_crossover_vs_random,TEL
177,277.0,0.6553755985673796,0.20857699805068225,0.6267050277728594,0.15648154495278274,0.8764766565605082,60,double_top_vs_ma_crossover,TEL
178,226.0,0.4811953148590902,0.2982456140350877,0.26532999259023343,0.7793413379567324,0.44074282953513044,60,double_top_vs_random,TEL
179,317.0,0.4928217949357786,0.25925925925925924,0.3392725264331162,0.7002455679346121,0.48831760054089324,60,ma_crossover_vs_random,TEL
180,86.0,0.7241533802990978,0.2692307692307692,0.7959593551918357,0.2336890366258518,0.8228361963861295,5,double_top_vs_ma_crossover,TER
181,18.0,1.0,0.16666666666666666,0.9999999999999998,-0.17929987314641002,0.861318710501246,5,double_top_vs_random,TER
182,72.0,0.7958821088687608,0.2564102564102564,0.8438918021787879,-0.5069160711366877,0.6292217761615437,5,ma_crossover_vs_random,TER
183,89.0,0.6208882885746068,0.2692307692307692,0.7959593551918357,0.8509926994178797,0.4243310581288139,20,double_top_vs_ma_crossover,TER
184,19.0,0.9372294372294373,0.3333333333333333,0.9307359307359307,0.631551612111835,0.5419702473882506,20,double_top_vs_random,TER
185,75.0,0.906426011264721,0.20512820512820512,0.9540759574129986,-0.06188852430136619,0.95237685741086,20,ma_crossover_vs_random,TER
186,,,,,,,60,double_top_vs_ma_crossover,TER
187,,,,,,,60,double_top_vs_random,TER
188,80.0,0.826545843231049,0.19333333333333333,0.9702898757403762,0.37243707923211117,0.718553789016244,60,ma_crossover_vs_random,TER
189,226.5,0.9055808599514172,0.2607758620689655,0.3995300391583068,0.5367700636935752,0.5942081069420083,5,double_top_vs_ma_crossover,TFC
190,143.0,0.584419538907303,0.375,0.21453463154903454,0.7271777869300902,0.47394220774352624,5,double_top_vs_random,TFC
191,258.0,0.5454219027637571,0.18318965517241378,0.8025625702432468,0.19979018212904767,0.8427591241310027,5,ma_crossover_vs_random,TFC
192,162.5,0.10165582626397258,0.38362068965517243,0.07205451582073938,-1.9409674784230906,0.059935820533605265,20,double_top_vs_ma_crossover,TFC
193,102.0,0.3361194002068605,0.3125,0.42629346134549484,-1.227661809117035,0.229368408971443,20,double_top_vs_random,TFC
194,253.0,0.626911378220582,0.17456896551724138,0.8494806086798039,0.4937706726467181,0.6248050631003099,20,ma_crossover_vs_random,TFC
195,185.5,0.35361744770318115,0.23214285714285715,0.5659348017470499,-1.3213549337949757,0.19605465121095703,60,double_top_vs_ma_crossover,TFC
196,109.0,0.48528928787251413,0.25,0.7164116566837258,-1.0768334791908725,0.29047781921521926,60,double_top_vs_random,TFC
197,232.0,0.8548127198282508,0.15178571428571427,0.9443189451137752,0.23329453724682261,0.8168401521070979,60,ma_crossover_vs_random,TFC
198,187.0,0.6020219064945279,0.19230769230769232,0.896098736785155,0.9344591344897972,0.35755792938876263,5,double_top_vs_ma_crossover,TGT
199,89.0,0.8374171425780984,0.38461538461538464,0.2999201969117166,0.5072152652450842,0.6187774276930855,5,double_top_vs_random,TGT
200,159.0,0.7771571317032637,0.34615384615384615,0.2354021452314361,0.007914276887557883,0.9937848122899822,5,ma_crossover_vs_random,TGT
201,174.0,0.8933244925788165,0.15384615384615385,0.9850002111019683,0.06991819841856764,0.9448909859800924,20,double_top_vs_ma_crossover,TGT
202,73.0,0.5725530307538867,0.38461538461538464,0.2999201969117166,-0.20296800624416406,0.8408743520931371,20,double_top_vs_random,TGT
203,150.0,0.581527204065164,0.34615384615384615,0.2354021452314361,-0.31653645844489375,0.7544686212052891,20,ma_crossover_vs_random,TGT
204,153.0,0.7817809806287105,0.1753846153846154,0.9003616708359164,-0.1301156173525108,0.8976107145313298,60,double_top_vs_ma_crossover,TGT
205,83.0,0.9590867927342381,0.3076923076923077,0.5881960656115993,0.024262586107514826,0.9808444951082753,60,double_top_vs_random,TGT
206,159.0,0.9264535768881672,0.2523076923076923,0.5515684249597403,0.1528659977991934,0.8799135812773122,60,ma_crossover_vs_random,TGT
207,305.0,0.880156317708102,0.19696969696969696,0.6468137923222655,0.5368540813974123,0.5942114938143961,5,double_top_vs_ma_crossover,TJX
208,256.0,0.7513004150774112,0.18181818181818182,0.8716786642836207,0.18449999853919322,0.8546114666388414,5,double_top_vs_random,TJX
209,286.0,0.8328420589809435,0.16835016835016836,0.8113412310264233,-0.4515837776796724,0.6543550325925354,5,ma_crossover_vs_random,TJX
210,337.0,0.42715997583927845,0.22053872053872053,0.5119231141843846,0.5809414850829462,0.5641594003508239,20,double_top_vs_ma_crossover,TJX
211,258.0,0.7159498616264894,0.18181818181818182,0.8716786642836207,0.7856239975531791,0.4366345524425499,20,double_top_vs_random,TJX
212,289.0,0.8801684549067255,0.19696969696969696,0.6468137923222655,0.19014298734266993,0.8500161425748785,20,ma_crossover_vs_random,TJX
213,253.0,0.5012331255517672,0.17132867132867133,0.8073274615531713,-0.6948850120936348,0.4907706669404043,60,double_top_vs_ma_crossover,TJX
214,253.0,0.8052972776792692,0.13636363636363635,0.9900571661472556,0.6834101213358768,0.4983529008600328,60,double_top_vs_random,TJX
215,333.0,0.3359689898202447,0.21678321678321677,0.5469810402797305,1.3007316738760262,0.2011649904880626,60,ma_crossover_vs_random,TJX
216,47.0,0.2320812489218561,0.5172413793103449,0.1520398481973434,-1.1788729313611512,0.25086087754864067,5,double_top_vs_ma_crossover,TKO
217,9.0,0.5476190476190477,0.4,0.873015873015873,-0.9256323559776105,0.3870201184539332,5,double_top_vs_random,TKO
218,81.5,0.6793454861007435,0.3103448275862069,0.7172459893048129,0.11512945318286141,0.9104050973764949,5,ma_crossover_vs_random,TKO
219,89.0,0.4482850324880685,0.4482758620689655,0.2821071243746765,0.8496760681035355,0.423296818880623,20,double_top_vs_ma_crossover,TKO
220,19.0,0.2222222222222222,0.6,0.35714285714285715,1.7847394898314388,0.11290986810274077,20,double_top_vs_random,TKO
221,92.5,0.34298270667244046,0.41379310344827586,0.36648266344661035,1.3177303335944457,0.223060073387366,20,ma_crossover_vs_random,TKO
222,81.0,0.6085970944146696,0.32142857142857145,0.6743730407523512,0.6918620796519511,0.5107115849774403,60,double_top_vs_ma_crossover,TKO
223,17.0,0.42063492063492064,0.4,0.873015873015873,1.265003863390018,0.2425188887443878,60,double_top_vs_random,TKO
224,82.5,0.5467973882443036,0.3357142857142857,0.6106279704722418,0.8225658988910065,0.4326742111897065,60,ma_crossover_vs_random,TKO
225,287.0,0.3625676807434446,0.3265720081135903,0.1579611837304002,0.6068069939600348,0.5483806919148551,5,double_top_vs_ma_crossover,TMO
