,n,mean,std,t_stat,p_value,hit_ratio_neg,sharpe,cohen_d,horizon,type,symbol
0,15,0.013239735602647336,0.01891625004366954,2.7107526797787735,0.01689697163616357,0.2,0.6999133322980212,0.6999133322980212,5,double_top,ZTS
1,15,0.00539317814374826,0.043018796164168385,0.4855479696399503,0.634798408326283,0.5333333333333333,0.12536794668002346,0.12536794668002346,5,random,ZTS
2,27,0.00048814610384298565,0.04865670775877785,0.0521301517705119,0.9588234509318406,0.4074074074074074,0.01003245238586703,0.01003245238586703,5,ma_crossover,ZTS
3,14,0.04177671075899383,0.06206497968591046,2.518556184140554,0.02567390829003921,0.21428571428571427,0.673112453599621,0.673112453599621,20,double_top,ZTS
4,15,0.013861011610885206,0.060435001834710136,0.8882843633788653,0.38939469018739825,0.4,0.22935403640418683,0.22935403640418683,20,random,ZTS
5,27,0.018322980331863258,0.06454433249972552,1.4750946358151915,0.15219487659829256,0.4074074074074074,0.28388209502269124,0.28388209502269124,20,ma_crossover,ZTS
6,14,0.10186654403509879,0.030845921606513643,12.35656732245517,1.4696965068244207e-08,0.0,3.302431528373849,3.302431528373849,60,double_top,ZTS
7,15,0.05609552697787336,0.1301436019684694,1.6693639832918439,0.11724412258594868,0.3333333333333333,0.4310279270698526,0.4310279270698526,60,random,ZTS
8,26,0.06113706621565272,0.10877376258932615,2.8659401515271115,0.008312585975518632,0.2692307692307692,0.5620571060548386,0.5620571060548386,60,ma_crossover,ZTS
